a 1 f 5 f 6 draw
a 1 f 5 g 4 draw
a 1 f 5 g 5 draw
a 1 f 5 g 6 draw
a 1 f 6 e 5 draw
a 1 f 6 f 5 draw
a 1 f 6 g 5 draw
a 1 f 6 g 6 draw
a 1 f 6 g 7 draw
a 1 f 7 g 6 draw
a 1 g 1 f 1 draw
a 1 g 1 f 2 draw
a 1 g 1 g 2 draw
a 1 g 1 h 1 draw
a 1 g 1 h 2 draw
a 1 g 2 f 1 draw
a 1 g 2 f 2 draw
a 1 g 2 f 3 draw
a 1 g 2 g 1 draw
a 1 g 2 g 3 draw
a 1 g 2 h 1 draw
a 1 g 2 h 2 draw
a 1 g 2 h 3 draw
a 1 g 3 f 2 draw
a 1 g 3 f 3 draw
a 1 g 3 f 4 draw
a 1 g 3 g 2 draw
a 1 g 3 g 4 draw
a 1 g 3 h 2 draw
a 1 g 3 h 3 draw
a 1 g 3 h 4 draw
a 1 g 4 f 3 draw
a 1 g 4 f 4 draw
a 1 g 4 f 5 draw
a 1 g 4 g 3 draw
a 1 g 4 g 5 draw
a 1 g 4 h 3 draw
a 1 g 4 h 4 draw
a 1 g 4 h 5 draw
a 1 g 5 f 4 draw
a 1 g 5 f 5 draw
a 1 g 5 f 6 draw
a 1 g 5 g 4 draw
a 1 g 5 g 6 draw
a 1 g 5 h 4 draw
a 1 g 5 h 5 draw
a 1 g 5 h 6 draw
a 1 g 6 f 5 draw
a 1 g 6 f 6 draw
a 1 g 6 g 5 draw
a 1 g 6 g 7 draw
a 1 g 6 h 5 draw
a 1 g 6 h 6 draw
a 1 g 6 h 7 draw
a 1 g 7 f 6 draw
a 1 g 7 g 6 draw
a 1 g 7 h 6 draw
a 1 g 7 h 7 draw
a 1 g 7 h 8 draw
a 1 g 8 h 7 draw
a 1 h 1 g 1 draw
a 1 h 1 g 2 draw
a 1 h 1 h 2 draw
a 1 h 2 g 1 draw
a 1 h 2 g 2 draw
a 1 h 2 g 3 draw
a 1 h 2 h 1 draw
a 1 h 2 h 3 draw
a 1 h 3 g 2 draw
a 1 h 3 g 3 draw
a 1 h 3 g 4 draw
a 1 h 3 h 2 draw
a 1 h 3 h 4 draw
a 1 h 4 g 3 draw
a 1 h 4 g 4 draw
a 1 h 4 g 5 draw
a 1 h 4 h 3 draw
a 1 h 4 h 5 draw
a 1 h 5 g 4 draw
a 1 h 5 g 5 draw
a 1 h 5 g 6 draw
a 1 h 5 h 4 draw
a 1 h 5 h 6 draw
a 1 h 6 g 5 draw
a 1 h 6 g 6 draw
a 1 h 6 g 7 draw
a 1 h 6 h 5 draw
a 1 h 6 h 7 draw
a 1 h 7 g 6 draw
a 1 h 7 g 7 draw
a 1 h 7 h 6 draw
a 1 h 7 h 8 draw
a 1 h 8 g 7 draw
a 1 h 8 h 7 draw
b 1 a 3 a 4 draw
b 1 a 3 b 3 draw
b 1 a 3 b 4 draw
b 1 a 4 a 3 draw
b 1 a 4 a 5 draw
b 1 a 4 b 3 draw
b 1 a 4 b 4 draw
b 1 a 4 b 5 draw
b 1 a 5 a 4 draw
b 1 a 5 a 6 draw
b 1 a 5 b 4 draw
b 1 a 5 b 5 draw
b 1 a 5 b 6 draw
b 1 a 6 a 5 draw
b 1 a 6 a 7 draw
b 1 a 6 b 5 draw
b 1 a 6 b 6 draw
b 1 a 6 b 7 draw
